"Dataset","N","Events","HR_per_trainingSD","Lower95","Upper95","CoxP","Cindex","HighN","LowN","KM_HR_High_vs_Low","LogRankP","AUC1","AUC3","AUC5","MeanAUC"
"SEQC external validation; frozen M070; cohort-wise expression z harmonization",498,105,2.64763160417258,2.29718070405098,3.05154622753523,3.49133434044079e-41,0.875029619449315,300,198,92.1487299999144,0,0.883427246843893,0.917365953836834,0.921125152007869,0.907306117562866
